3  21	0	0	12	0	0	5	0	0	0	16	0	0	0	14	0	13	0	0	7	15	3	4	19	5	3	17	6	4	0	0	9	0	0	13	0	0	15	0	0	0	0	17	0	0	0	20	0	0	0	0	0	0	24	0	0	0	17	2	4
11 21	0	0	25	0	0	17	0	0	0	19	0	0	0	19	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	5	0	0	17	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	27	0	0	0	21	0	0
22 23	28	20	27	0	0	13	0	20	0	18	0	0	0	6	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	25	0	0	2	0	0	1	0	0	0	0	11	0	0	12	17	23	18	23	4	0	0	1	0	0	0	3	0	0
4  4	0	0	27	0	0	3	0	13	0	9	0	0	0	15	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	23	0	0	5	0	0	0	0	20	0	0	0	25	0	0	0	0	0	0	7	0	0	0	3	0	0
23 24	0	0	9	0	0	19	0	26	0	11	0	0	0	12	0	12	0	0	16	0	0	0	0	6	27	25	5	26	18	23	7	0	0	14	1	2	7	0	0	18	17	5	0	0	0	24	0	0	0	0	0	0	5	0	0	0	16	0	0
16 16	0	0	3	0	0	0	0	3	0	6	0	0	0	15	0	9	0	0	19	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0
29  15	0	0	14	0	0	0	0	19	0	27	0	0	16	13	0	6	0	0	20	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	14	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	0	0
0  27	0	0	22	11	22	17	8	11	0	8	0	0	0	0	0	13	0	0	7	8	15	0	0	1	0	0	21	9	18	26	11	24	0	0	16	1	7	0	0	14	4	10	17	0	0	23	0	0	5	15	20	23	24	23	7	7	14	0	0
21 1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	2	0	0	24	0	0	10	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	27	0	0
16 13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	9	0	0	18	0	0	28	0	0	0	0	27	0	0	22	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	22	0	0
20 18	0	0	19	0	0	11	5	11	11	7	0	0	0	0	0	18	6	11	14	8	2	0	0	19	0	0	17	19	3	0	0	26	0	0	11	0	0	22	18	3	6	25	7	0	0	24	0	0	0	0	0	0	0	0	0	0	10	0	0
7  24	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	22	0	0	21	0	0	0	0	0	0	0	15	0	0	9	0	0	0	3	0	0	25	10	14	12	4	0	0
4  24	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	22	0	0	0	0	0	0	0	4	0	0	23	0	0	0	11	0	0	0	0	27	0	0	0	0
3  13	0	0	14	0	0	15	6	12	27	13	9	27	1	0	0	0	0	14	0	0	25	0	0	9	0	0	23	28	5	0	0	27	0	0	11	0	0	0	0	0	0	0	22	0	0	17	11	18	0	2	0	0	0	0	11	0	0	0	0
13 3	19	14	4	0	0	6	9	0	0	0	0	0	5	0	0	0	0	18	0	0	13	0	0	8	0	0	8	0	0	0	0	28	0	0	17	0	0	0	0	0	0	0	13	0	0	0	0	11	19	22	0	0	0	0	25	26	26	0	0
9  10	0	0	0	0	0	26	2	0	0	0	0	0	14	0	0	13	0	9	0	0	12	0	0	9	0	0	15	0	0	0	0	11	0	0	12	0	0	8	0	0	27	0	16	0	0	0	0	0	0	3	0	0	17	0	0	0	10	0	0
5  4	0	0	0	0	0	3	7	0	0	9	0	0	5	0	0	8	0	17	0	0	3	0	0	25	0	0	18	0	0	0	0	28	0	0	18	0	0	8	0	0	11	0	28	0	0	0	0	0	0	10	0	0	2	0	0	0	22	0	0
18 8	0	0	0	0	0	14	1	0	0	25	0	0	8	0	0	3	0	6	0	0	26	0	0	16	0	0	26	26	17	11	13	23	0	0	15	0	0	17	1	0	22	0	25	0	0	0	0	0	0	8	0	0	9	0	0	0	23	0	0
22 12	0	0	18	0	0	0	0	0	0	5	0	0	23	0	0	24	0	9	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	8	0	9	0	2	0	0	0	0	5	15	6	0	0	1	0	0	0	28	0	0
3  2	0	0	4	0	0	0	0	0	0	26	0	0	2	0	0	2	0	17	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	23	0	24	0	15	0	0	24	28	5	0	0	0	0	5	0	0	14	21	0	0
1  2	0	0	6	0	0	0	0	0	0	14	0	0	1	0	0	26	0	14	0	0	26	0	0	0	0	0	0	0	0	21	0	0	16	26	27	0	0	0	21	0	1	0	0	0	0	12	0	0	0	0	0	0	4	0	0	1	0	0	0
5  0	0	0	19	0	0	0	0	0	0	21	0	2	18	10	23	25	0	10	0	0	5	0	0	7	0	0	7	0	0	20	0	0	16	0	0	0	0	0	25	0	20	0	0	0	0	14	0	0	0	0	0	0	28	0	0	3	0	0	0
6  0	0	0	20	0	0	0	0	0	0	12	0	28	0	0	0	0	0	13	0	0	20	8	12	19	0	0	2	0	0	4	0	0	19	0	0	0	0	0	1	0	25	0	16	0	0	14	0	0	0	0	0	0	1	0	0	7	0	0	0
11 22	0	0	12	2	21	18	23	0	0	28	0	10	0	0	0	0	0	10	0	0	0	0	0	23	0	0	13	19	6	2	0	0	24	23	4	2	0	0	17	6	13	0	1	0	0	15	0	0	27	21	17	17	1	8	15	18	14	0	0
18 12	0	0	0	0	0	0	0	0	0	18	0	13	0	0	0	0	0	27	0	0	0	0	0	17	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	4	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17 16	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	18	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
13 27	17	7	25	2	26	10	3	27	8	20	23	9	6	27	7	12	1	21	20	22	19	26	8	16	15	26	1	23	12	27	26	27	27	8	27	10	7	4	18	21	2	17	27	25	14	12	22	22	11	8	22	22	4	26	25	15	12	23	25
